Nummer;Score;Bewertungen;Land;Vorwahl;Suchanfragen;Anruftyp;Anrufname;Vorwahlname;Deeplink;CallerTypeId
0049431363069707;7;4;49;431;761;Aggressive Werbung;Aggressive Werbung;Kiel;https://www.tellows.de/num/0049431363069707;5;
0431363069707;7;4;49;431;761;Aggressive Werbung;Aggressive Werbung;Kiel;https://www.tellows.de/num/0049431363069707;5;
004989244183327;8;3;49;89;548;Aggressive Werbung;Frau Binsch;München;https://www.tellows.de/num/004989244183327;5;
089244183327;8;3;49;89;548;Aggressive Werbung;Frau Binsch;München;https://www.tellows.de/num/004989244183327;5;
004962133939227;7;13;49;621;1838;Aggressive Werbung;Aggressive Werbung;Mannheim;https://www.tellows.de/num/004962133939227;5;
062133939227;7;13;49;621;1838;Aggressive Werbung;Aggressive Werbung;Mannheim;https://www.tellows.de/num/004962133939227;5;
004944135010880;7;34;49;441;23754;Vermarkter Hotline;EWE;Oldenburg (Oldb);https://www.tellows.de/num/004944135010880;9;
044135010880;7;34;49;441;23754;Vermarkter Hotline;EWE;Oldenburg (Oldb);https://www.tellows.de/num/004944135010880;9;
004951121241435;7;23;49;511;9259;Aggressive Werbung;Haz;Hannover;https://www.tellows.de/num/004951121241435;5;
051121241435;7;23;49;511;9259;Aggressive Werbung;Haz;Hannover;https://www.tellows.de/num/004951121241435;5;
004971349089724;7;4;49;7134;1183;Aggressive Werbung;Fensterbau Wirth;Weinsberg;https://www.tellows.de/num/004971349089724;5;
071349089724;7;4;49;7134;1183;Aggressive Werbung;Fensterbau Wirth;Weinsberg;https://www.tellows.de/num/004971349089724;5;
004971349089725;8;6;49;7134;2408;Aggressive Werbung;Fenster Bau;Weinsberg;https://www.tellows.de/num/004971349089725;5;
071349089725;8;6;49;7134;2408;Aggressive Werbung;Fenster Bau;Weinsberg;https://www.tellows.de/num/004971349089725;5;
0049911494704694;7;3;49;911;188;Ping Anruf;Ping Anruf;Nürnberg;https://www.tellows.de/num/0049911494704694;10;
0911494704694;7;3;49;911;188;Ping Anruf;Ping Anruf;Nürnberg;https://www.tellows.de/num/0049911494704694;10;
0049911494704382;9;4;49;911;561;Ping Anruf;Ping Anruf;Nürnberg;https://www.tellows.de/num/0049911494704382;10;
0911494704382;9;4;49;911;561;Ping Anruf;Ping Anruf;Nürnberg;https://www.tellows.de/num/0049911494704382;10;
004989244189764;8;3;49;89;1046;Aggressive Werbung;Wiveda;München;https://www.tellows.de/num/004989244189764;5;
089244189764;8;3;49;89;1046;Aggressive Werbung;Wiveda;München;https://www.tellows.de/num/004989244189764;5;
+442086389041;8;5;44;20;1943;Ping Anruf;SCAMMER;London;https://www.tellows.de/num/%2B442086389041;10;
+436644770329;8;83;43;664;11811;Aggressive Werbung;Alena Wolf von Finanz;Mobilfunknummer;https://www.tellows.de/num/%2B436644770329;5;
+41768016634;8;6;41;76;1961;Telefonterror;Telefonterror Cold Call;GSM / UMTS / LTE;https://www.tellows.de/num/%2B41768016634;7;
+442086389093;8;3;44;20;2002;Inkassounternehmen;;London;https://www.tellows.de/num/%2B442086389093;4;
0049911494704976;8;3;49;911;403;Ping Anruf;Ping Anruf;Nürnberg;https://www.tellows.de/num/0049911494704976;10;
0911494704976;8;3;49;911;403;Ping Anruf;Ping Anruf;Nürnberg;https://www.tellows.de/num/0049911494704976;10;
+442086389019;9;9;44;20;2244;Aggressive Werbung;EM Consulting;London;https://www.tellows.de/num/%2B442086389019;5;
+442086389022;9;4;44;20;2393;Kostenfalle;SwissTrade (oder so);London;https://www.tellows.de/num/%2B442086389022;8;
+442086389046;8;7;44;20;2282;Kostenfalle;Crypto Trading (Scam);London;https://www.tellows.de/num/%2B442086389046;8;
+442086389076;7;7;44;20;2193;Telefonterror;wer das wohl sein mag ?;London;https://www.tellows.de/num/%2B442086389076;7;
00498006554422;7;3;49;800;549;Gewinnspiel;;Kostenlose Rufnummer;https://www.tellows.de/num/00498006554422;3;
08006554422;7;3;49;800;549;Gewinnspiel;;Kostenlose Rufnummer;https://www.tellows.de/num/00498006554422;3;
+442086389055;9;4;44;20;2081;Telefonterror;;London;https://www.tellows.de/num/%2B442086389055;7;
+442086389017;8;7;44;20;1623;Telefonterror;EM Consulting;London;https://www.tellows.de/num/%2B442086389017;7;
004922166969056;7;11;49;221;1355;Aggressive Werbung;Koeln Werbung;Köln;https://www.tellows.de/num/004922166969056;5;
022166969056;7;11;49;221;1355;Aggressive Werbung;Koeln Werbung;Köln;https://www.tellows.de/num/004922166969056;5;
004956154087946;7;6;49;561;5960;Ping Anruf;AOK;Kassel;https://www.tellows.de/num/004956154087946;10;
056154087946;7;6;49;561;5960;Ping Anruf;AOK;Kassel;https://www.tellows.de/num/004956154087946;10;
004915901580090;8;3;49;159;446;Telefonterror;;O2 (Germany);https://www.tellows.de/num/004915901580090;7;
015901580090;8;3;49;159;446;Telefonterror;;O2 (Germany);https://www.tellows.de/num/004915901580090;7;
0049911494704722;7;3;49;911;430;Aggressive Werbung;Ping Anruf;Nürnberg;https://www.tellows.de/num/0049911494704722;5;
0911494704722;7;3;49;911;430;Aggressive Werbung;Ping Anruf;Nürnberg;https://www.tellows.de/num/0049911494704722;5;
00498003311250;7;9;49;800;2230;Gewinnspiel;Christine Bauer;Kostenlose Rufnummer;https://www.tellows.de/num/00498003311250;3;
08003311250;7;9;49;800;2230;Gewinnspiel;Christine Bauer;Kostenlose Rufnummer;https://www.tellows.de/num/00498003311250;3;
+43720117518;8;4;43;720;366;Aggressive Werbung;Vice Trading o.ä.;ortunabhängige Servicerufnummer;https://www.tellows.de/num/%2B43720117518;5;
004916095804424;7;7;49;160;2192;Vermarkter Hotline;t-mobile;T-Mobile;https://www.tellows.de/num/004916095804424;9;
016095804424;7;7;49;160;2192;Vermarkter Hotline;t-mobile;T-Mobile;https://www.tellows.de/num/004916095804424;9;
030930700101099;8;4;49;30;968;Kostenfalle;Amazon;Berlin;https://www.tellows.de/num/030930700101099;8;
+4930700101099;8;4;49;30;968;Kostenfalle;Amazon;Berlin;https://www.tellows.de/num/030930700101099;8;
004917610834938;8;30;49;176;11700;Gewinnspiel;urspr.Wohnmobile LIDL;O2 (Germany);https://www.tellows.de/num/004917610834938;3;
017610834938;8;30;49;176;11700;Gewinnspiel;urspr.Wohnmobile LIDL;O2 (Germany);https://www.tellows.de/num/004917610834938;3;
00491735689872;9;23;49;173;2176;Ping Anruf;;Vodafone;https://www.tellows.de/num/00491735689872;10;
01735689872;9;23;49;173;2176;Ping Anruf;;Vodafone;https://www.tellows.de/num/00491735689872;10;
00436644467063;8;3;43;664;926;Gewinnspiel;Lottogesellschaft;Mobilfunknummer;https://www.tellows.de/num/00436644467063;3;
004917677321142;8;4;49;176;401;SMS Spam;Allround Forderungsmanagement;O2 (Germany);https://www.tellows.de/num/004917677321142;11;
017677321142;8;4;49;176;401;SMS Spam;Allround Forderungsmanagement;O2 (Germany);https://www.tellows.de/num/004917677321142;11;
004970312090238;8;4;49;7031;621;Aggressive Werbung;Kitz Medien GmbH Holzgerlingen;Böblingen;https://www.tellows.de/num/004970312090238;5;
070312090238;8;4;49;7031;621;Aggressive Werbung;Kitz Medien GmbH Holzgerlingen;Böblingen;https://www.tellows.de/num/004970312090238;5;
00491701748108;8;20;49;170;6013;Telefonterror;Telekom;T-Mobile;https://www.tellows.de/num/00491701748108;7;
01701748108;8;20;49;170;6013;Telefonterror;Telekom;T-Mobile;https://www.tellows.de/num/00491701748108;7;
004940299969003;8;12;49;40;656;Telefonterror;;Hamburg;https://www.tellows.de/num/004940299969003;7;
040299969003;8;12;49;40;656;Telefonterror;;Hamburg;https://www.tellows.de/num/004940299969003;7;
00491629690706;8;49;49;162;7232;Gewinnspiel;Glückspielteilnahme;Vodafone;https://www.tellows.de/num/00491629690706;3;
01629690706;8;49;49;162;7232;Gewinnspiel;Glückspielteilnahme;Vodafone;https://www.tellows.de/num/00491629690706;3;
00496996759929;8;3;49;69;313;Vermarkter Hotline;;Frankfurt am Main;https://www.tellows.de/num/00496996759929;9;
06996759929;8;3;49;69;313;Vermarkter Hotline;;Frankfurt am Main;https://www.tellows.de/num/00496996759929;9;
00491634922737;8;5;49;163;918;Ping Anruf;;E-Plus Mobilfunk;https://www.tellows.de/num/00491634922737;10;
01634922737;8;5;49;163;918;Ping Anruf;;E-Plus Mobilfunk;https://www.tellows.de/num/00491634922737;10;
004940228996093;8;6;49;40;1238;Telefonterror;;Hamburg;https://www.tellows.de/num/004940228996093;7;
040228996093;8;6;49;40;1238;Telefonterror;;Hamburg;https://www.tellows.de/num/004940228996093;7;
004917645820329;8;7;49;176;160;SMS Spam;;O2 (Germany);https://www.tellows.de/num/004917645820329;11;
017645820329;8;7;49;176;160;SMS Spam;;O2 (Germany);https://www.tellows.de/num/004917645820329;11;
00491624987731;9;7;49;162;523;Kostenfalle;;Vodafone;https://www.tellows.de/num/00491624987731;8;
01624987731;9;7;49;162;523;Kostenfalle;;Vodafone;https://www.tellows.de/num/00491624987731;8;
004921332440523;8;9;49;2133;2738;Vermarkter Hotline;EA Photovoltaik;Dormagen;https://www.tellows.de/num/004921332440523;9;
021332440523;8;9;49;2133;2738;Vermarkter Hotline;EA Photovoltaik;Dormagen;https://www.tellows.de/num/004921332440523;9;
004940855992692;8;5;49;40;454;Telefonterror;;Hamburg;https://www.tellows.de/num/004940855992692;7;
040855992692;8;5;49;40;454;Telefonterror;;Hamburg;https://www.tellows.de/num/004940855992692;7;
004969200915431;8;3;49;69;320;Aggressive Werbung;SpamAnruf;Frankfurt am Main;https://www.tellows.de/num/004969200915431;5;
069200915431;8;3;49;69;320;Aggressive Werbung;SpamAnruf;Frankfurt am Main;https://www.tellows.de/num/004969200915431;5;
004969200915592;8;3;49;69;500;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915592;7;
069200915592;8;3;49;69;500;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915592;7;
004969200915648;8;4;49;69;495;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915648;7;
069200915648;8;4;49;69;495;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915648;7;
004969200915489;9;4;49;69;143;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915489;7;
069200915489;9;4;49;69;143;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915489;7;
004969200915600;8;5;49;69;675;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915600;7;
069200915600;8;5;49;69;675;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915600;7;
004917666560343;8;48;49;176;10011;Kostenfalle;BETA PLUS;O2 (Germany);https://www.tellows.de/num/004917666560343;8;
017666560343;8;48;49;176;10011;Kostenfalle;BETA PLUS;O2 (Germany);https://www.tellows.de/num/004917666560343;8;
004969200915475;9;5;49;69;453;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915475;7;
069200915475;9;5;49;69;453;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915475;7;
004915227365940;8;7;49;1522;1189;Vermarkter Hotline;Solarportal;Vodafone;https://www.tellows.de/num/004915227365940;9;
015227365940;8;7;49;1522;1189;Vermarkter Hotline;Solarportal;Vodafone;https://www.tellows.de/num/004915227365940;9;
+447700101472;8;8;44;77001;1747;Ping Anruf;;Nationwide Telephone;https://www.tellows.de/num/%2B447700101472;10;
004969200915585;7;4;49;69;418;Meinungsforschung;Frankfurter Zeitungsverlag;Frankfurt am Main;https://www.tellows.de/num/004969200915585;6;
069200915585;7;4;49;69;418;Meinungsforschung;Frankfurter Zeitungsverlag;Frankfurt am Main;https://www.tellows.de/num/004969200915585;6;
004989839311818;8;281;49;89;32798;Kostenfalle;Fake Paypal;München;https://www.tellows.de/num/004989839311818;8;
089839311818;8;281;49;89;32798;Kostenfalle;Fake Paypal;München;https://www.tellows.de/num/004989839311818;8;
004917629218316;9;3;49;176;200;Aggressive Werbung;Google Hamburg;O2 (Germany);https://www.tellows.de/num/004917629218316;5;
017629218316;9;3;49;176;200;Aggressive Werbung;Google Hamburg;O2 (Germany);https://www.tellows.de/num/004917629218316;5;
00496950985634;7;3;49;69;506;Unbekannt;FeWo Direkt;Frankfurt am Main;https://www.tellows.de/num/00496950985634;1;
06950985634;7;3;49;69;506;Unbekannt;FeWo Direkt;Frankfurt am Main;https://www.tellows.de/num/00496950985634;1;
004969348723705;8;9;49;69;1279;Aggressive Werbung;HKC GmbH;Frankfurt am Main;https://www.tellows.de/num/004969348723705;5;
069348723705;8;9;49;69;1279;Aggressive Werbung;HKC GmbH;Frankfurt am Main;https://www.tellows.de/num/004969348723705;5;
004921133992842;8;132;49;211;19271;Aggressive Werbung;eine media irma in düsseldorf;Düsseldorf;https://www.tellows.de/num/004921133992842;5;
021133992842;8;132;49;211;19271;Aggressive Werbung;eine media irma in düsseldorf;Düsseldorf;https://www.tellows.de/num/004921133992842;5;
004915168421696;8;14;49;1516;5630;Aggressive Werbung;Sparhandy;Telekom Deutschland;https://www.tellows.de/num/004915168421696;5;
015168421696;8;14;49;1516;5630;Aggressive Werbung;Sparhandy;Telekom Deutschland;https://www.tellows.de/num/004915168421696;5;
03093030015182;7;3;49;30;102;Telefonterror;;Berlin;https://www.tellows.de/num/03093030015182;7;
+493030015182;7;3;49;30;102;Telefonterror;;Berlin;https://www.tellows.de/num/03093030015182;7;
0049921150854033;8;9;49;921;930;Telefonterror;;Bayreuth;https://www.tellows.de/num/0049921150854033;7;
0921150854033;8;9;49;921;930;Telefonterror;;Bayreuth;https://www.tellows.de/num/0049921150854033;7;
06996994322621;8;9;49;69;2059;Aggressive Werbung;Verbraucher Check;Frankfurt am Main;https://www.tellows.de/num/06996994322621;5;
+496994322621;8;9;49;69;2059;Aggressive Werbung;Verbraucher Check;Frankfurt am Main;https://www.tellows.de/num/06996994322621;5;
015795792479183;8;3;49;1579;455;Telefonterror;Firma IBM;simquadrat;https://www.tellows.de/num/015795792479183;7;
+4915792479183;8;3;49;1579;455;Telefonterror;Firma IBM;simquadrat;https://www.tellows.de/num/015795792479183;7;
004940855995987;8;4;49;40;635;Telefonterror;;Hamburg;https://www.tellows.de/num/004940855995987;7;
040855995987;8;4;49;40;635;Telefonterror;;Hamburg;https://www.tellows.de/num/004940855995987;7;
00494042236202527;8;8;49;40;1153;Vermarkter Hotline;pflegeschule24.de;Hamburg;https://www.tellows.de/num/00494042236202527;9;
04042236202527;8;8;49;40;1153;Vermarkter Hotline;pflegeschule24.de;Hamburg;https://www.tellows.de/num/00494042236202527;9;
022122198880557;8;28;49;221;5998;Aggressive Werbung;Energievermittlung;Köln;https://www.tellows.de/num/022122198880557;5;
+4922198880557;8;28;49;221;5998;Aggressive Werbung;Energievermittlung;Köln;https://www.tellows.de/num/022122198880557;5;
004971196882353;8;26;49;711;2210;Gewinnspiel;Gewinnspiel;Stuttgart;https://www.tellows.de/num/004971196882353;3;
071196882353;8;26;49;711;2210;Gewinnspiel;Gewinnspiel;Stuttgart;https://www.tellows.de/num/004971196882353;3;
0049302000331622;8;16;49;30;3328;Telefonterror;Agentur für Bewertungen;Berlin;https://www.tellows.de/num/0049302000331622;7;
0302000331622;8;16;49;30;3328;Telefonterror;Agentur für Bewertungen;Berlin;https://www.tellows.de/num/0049302000331622;7;
00491636429164;8;20;49;163;2421;Vermarkter Hotline;Photovoltaig;E-Plus Mobilfunk;https://www.tellows.de/num/00491636429164;9;
01636429164;8;20;49;163;2421;Vermarkter Hotline;Photovoltaig;E-Plus Mobilfunk;https://www.tellows.de/num/00491636429164;9;
004917641776300;8;4;49;176;192;SMS Spam;;O2 (Germany);https://www.tellows.de/num/004917641776300;11;
017641776300;8;4;49;176;192;SMS Spam;;O2 (Germany);https://www.tellows.de/num/004917641776300;11;
+31610979562;9;4;31;61;232;Ping Anruf;;Mobiele nummers;https://www.tellows.de/num/%2B31610979562;10;
004915226937075;8;38;49;1522;5096;Gewinnspiel;Gewinnspiel-Anruf;Vodafone;https://www.tellows.de/num/004915226937075;3;
015226937075;8;38;49;1522;5096;Gewinnspiel;Gewinnspiel-Anruf;Vodafone;https://www.tellows.de/num/004915226937075;3;
00491779743213;8;23;49;177;2945;Gewinnspiel;Ebert;E-Plus Mobilfunk;https://www.tellows.de/num/00491779743213;3;
01779743213;8;23;49;177;2945;Gewinnspiel;Ebert;E-Plus Mobilfunk;https://www.tellows.de/num/00491779743213;3;
004940655804014;7;6;49;40;523;Vermarkter Hotline;unbekannt und unseriös;Hamburg;https://www.tellows.de/num/004940655804014;9;
040655804014;7;6;49;40;523;Vermarkter Hotline;unbekannt und unseriös;Hamburg;https://www.tellows.de/num/004940655804014;9;
004922327014559;8;13;49;2232;692;Aggressive Werbung;deutsches rotes Kreuz;Brühl Rheinl;https://www.tellows.de/num/004922327014559;5;
022327014559;8;13;49;2232;692;Aggressive Werbung;deutsches rotes Kreuz;Brühl Rheinl;https://www.tellows.de/num/004922327014559;5;
+447414128667;7;4;44;7414;561;Vermarkter Hotline;;Three;https://www.tellows.de/num/%2B447414128667;9;
004917688840111;7;10;49;176;3077;Unbekannt;O2 / blau;O2 (Germany);https://www.tellows.de/num/004917688840111;1;
017688840111;7;10;49;176;3077;Unbekannt;O2 / blau;O2 (Germany);https://www.tellows.de/num/004917688840111;1;
03093033075480;8;15;49;30;786;Telefonterror;;Berlin;https://www.tellows.de/num/03093033075480;7;
+493033075480;8;15;49;30;786;Telefonterror;;Berlin;https://www.tellows.de/num/03093033075480;7;
03093070016689;8;3;49;30;562;Aggressive Werbung;;Berlin;https://www.tellows.de/num/03093070016689;5;
+493070016689;8;3;49;30;562;Aggressive Werbung;;Berlin;https://www.tellows.de/num/03093070016689;5;
015755755136846;8;18;49;1575;660;Aggressive Werbung;DWD GmbH;E-Plus;https://www.tellows.de/num/015755755136846;5;
+4915755136846;8;18;49;1575;660;Aggressive Werbung;DWD GmbH;E-Plus;https://www.tellows.de/num/015755755136846;5;
+34695506864;7;5;34;695;618;Unbekannt;;Orange;https://www.tellows.de/num/%2B34695506864;1;
+393291735737;8;3;39;329;448;Seriöse Nummer;;Wind (cellulare);https://www.tellows.de/num/%2B393291735737;2;
017617679786536;7;14;49;176;586;Gewinnspiel;Ping Anruf;O2 (Germany);https://www.tellows.de/num/017617679786536;3;
+4917679786536;7;14;49;176;586;Gewinnspiel;Ping Anruf;O2 (Germany);https://www.tellows.de/num/017617679786536;3;
030930330752509;8;16;49;30;654;Kostenfalle;;Berlin;https://www.tellows.de/num/030930330752509;8;
+4930330752509;8;16;49;30;654;Kostenfalle;;Berlin;https://www.tellows.de/num/030930330752509;8;
040940655801459;8;17;49;40;1856;Telefonterror;Strom Vermarktung;Hamburg;https://www.tellows.de/num/040940655801459;7;
+4940655801459;8;17;49;40;1856;Telefonterror;Strom Vermarktung;Hamburg;https://www.tellows.de/num/040940655801459;7;
017617629621683;8;36;49;176;6483;Aggressive Werbung;Wärmepumpen Vertrieb;O2 (Germany);https://www.tellows.de/num/017617629621683;5;
+4917629621683;8;36;49;176;6483;Aggressive Werbung;Wärmepumpen Vertrieb;O2 (Germany);https://www.tellows.de/num/017617629621683;5;
015755755384216;8;16;49;1575;3184;Gewinnspiel;Thomas Spitz von Mediaflex;E-Plus;https://www.tellows.de/num/015755755384216;3;
+4915755384216;8;16;49;1575;3184;Gewinnspiel;Thomas Spitz von Mediaflex;E-Plus;https://www.tellows.de/num/015755755384216;3;
